"disc_number";"duration_ms";"name";"track_number";"album";"artist";"author";"lyrics_url";"lyrics"
"1";"208960";"Blues de Cris";"1";"Desatormentándonos";"Pescado Rabioso";"";"https://genius.com/Pescado-rabioso-blues-de-cris-lyrics";"  Letra de ""Blues de Cris"" [Verso 1] Cansado de gritar por Cris Mi mente está colgada como un árbol Cansado de luchar por mí Atado a mi destino Al borde del camino volveré  [Estribillo] Y si la ves pasar y no habla Es porque sabe que Atado a mi destino Sus ojos al final olvidaré  [Verso 2] Cansado de gritar por Cris Mi mente está perdida como un árbol Cansado de luchar por mí Atado a mi destino Al borde del camino volveré  [Estribillo] Y si la ves pasar y no habla Es porque sabe que Atado a mi destino Sus ojos al final olvidaré  [Verso 3] Zumbando en mi caverna gris La voz de Cris me llega y no cesa Oh, zumbando en mi caverna gris Atado a mi destino Al borde del camino volveré  [Estribillo] Y si la ves pasar y no habla Oh, es porque sabe que Atado a mi destino Sus ojos al final olvidaré  "
"1";"543346";"El Jardinero (Temprano Amaneció)";"2";"Desatormentándonos";"Pescado Rabioso";"";"https://genius.com/Pescado-rabioso-el-jardinero-temprano-amanecio-lyrics";"  El jardinero temprano amaneció... A seguir su trabajo lindo... Pero en la ventana Hoy las hormigas devoraron el rosal... Y no dejaron ni una planta sin probar...  Los trabajos tontos Quedan concluidos Al llegar el día, junto con la noche...  ¡Hey! A no deshojar! yeah-yeah ¡Hey! A no deshojar! yeah-yeah  El jardinero no se equivocará... Al ver tu mano rodar mañana... Pero en la ventana... ¿acaso oíste hablar? ¿las hormigas? ¿acaso oíste hablar?  ¿Superman? Nunca, no me importa Caminar y transpirar... Y los trabajos tontos... De los asesinos... Quedan concluidos... Y queman todo el día...  "
"1";"304826";"Dulce 3 Nocturno";"3";"Desatormentándonos";"Pescado Rabioso";"";"https://genius.com/Pescado-rabioso-dulce-3-nocturno-lyrics";"  Deja tu miedo atrás Alguien te sonreirá...piensa Abre tu mente al sol... Todo irá Todo irá mejor...  Antes de despertar De este, tu cuerpo actual Verás, tu voz sabrá gritar... Todo irá Todo irá mejor...  Dulce 3 nocturno Se aparece... Mostrando su signo Detrás del diamante ¿será azul?  Dulce 3 nocturno Necesito Que cuentes tu historia Para conocerte... Ven hacia mí Ven hacia mí Dulce 3...  "
"1";"310800";"Algo Flota en la Laguna";"4";"Desatormentándonos";"Pescado Rabioso";"";"https://genius.com/Pescado-rabioso-algo-flota-en-la-laguna-lyrics";"  Algo flota en la laguna Tiene forma indefinida... Y al hombre que pasa cerca Con su rayo lo enloquece...  Para el tiempo de la pesca Todo ya estará perdido... Hay un monstruo en la laguna Tonto es el que quiera echarlo...  La caridad Del universo es falsa ¡falsa! La tempestad Se cogerá nidos...  Nunca se sabrá la causa De la voz de la leyenda... Para mí que la laguna Lleva su venganza a cabo...  La caridad Del universo es falsa ¡falsa! La tempestad Se cogerá nidos...  "
"1";"538053";"Serpiente (Viaja por la Sal)";"5";"Desatormentándonos";"Pescado Rabioso";"";"https://genius.com/Pescado-rabioso-serpiente-viaja-por-la-sal-lyrics";"  [Letra de ""Serpiente (Viaja Por La Sal)""]  En el tibio día De la luz Anda la serpiente Por la sal...  Nadie la acomete, a irse... La serpiente viaja Sin cesar...  Y en el nuevo día La vió sin tiempo... Nubes vienen... Trayendo mensajes Y puertas, puertas, puertas...  Día de las lilas Vas a hablar La serpiente viaja Por la sal... Nadie la acomete, a irse La serpiente viaja Por la sal...  Y en el nuevo día Del ocaso... Nubes vendrán... Trayendo mensajes...  En el agua clara, del sol Todos se lamentan Por el bien... Unos en el cuerpo Van a ver Que la serpiente viaja Por la sal...  Y el ocaso viaja Viaja como el tiempo Y las nubes vendrán.... Trayendo mensajes...  "
"1";"212693";"Canción De Bajo Belgrano";"1";"Bajo Belgrano";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-cancion-de-bajo-belgrano-lyrics";"  La mañana Lanza llamas Desde su herdia, debilmente Caleidoscopio de ciudad y vos tan sólo, tu ropa está vacía Tan lejos del hogar estás Que todo sueño duele más Y ya no hay forma de recomenzar  Los gorriones Se suben a todo armiño luminoso Tango de caras Organillero distinto Sentado en la avenida Y ya nadie te escucha nunca  Desolado el hombre perdido Entre camionetas quemadas En aserrín habrán marcado su mirada Como a una huella Y esta siempre se diluye Como ojos, barro, cielos, todo...  Bajo Belgrano, amor ascendente Es ella quien te busca donde vos no estás Y es que toda tu canción persistirá Siempre, siempre, y hasta en el turbio río...  Horizonte Litera de casas Perpetuo remolido Y medida distante Y vos estás tan sólo Loco, iridicente Tu ropa está vacia... Y ya nadie te escucha nunca  Todos dicen que quizá el amor vuelva un día Si es que este muro se logra derribar  "
"1";"186250";"Vas A Iluminar La Casa";"2";"Bajo Belgrano";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-vas-a-iluminar-la-casa-lyrics";"  Cara triste Sólo cara triste Creyendo que andaba te mentiste Yo te quiero Quiero ser tu vida Para por siempre en la neblina De algo que va Algo que datá en tu alma...  Por tus ojos Sólo veo cosas Que ya no son verdes Ni son rosas Quiero que cambie Como la locura No sigas perdiendo la hermosura Algo que va Y vas a iluminar la casa...  Será feliz tanta lluvia y luz Cayendo sin cesar Por tu radiente cuerpo Que estás tan harta de vagar...  Sos tan feliz tan feliz Como la claridad Y es que te siento tanto Que escucho como un llanto  Luna y espera de serrazón Pronto esto cambiará Es un amor tan gigante Que tu canción se escuchará Por la inmensidad  Todo esto no es tan sólo mío Sentí la dulzura del ancho río Caras sombras y casas marcadas Quisiera encontrarte en la yogada De algo que va Y vas a iluminar la casa  "
"1";"155466";"Maribel Se Durmió";"3";"Bajo Belgrano";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-maribel-se-durmio-lyrics";"  Maribel se durmió Vamos a contarle Porque se hundió Carroussell, sencación De que con el alma Nos ve mejor Maribel, Maribel Dicen que no lleva ningún papel Vamos ya, vamos ya Vamos porque viene y porque no está  Canta Canta toda la vida Canta con emoción Y al partir sentirás Una brisa inmensa de libertad...  Canta Canta aunque estás distante Canta conmigo Canta tus penas de hoy  Maribel se durmió Vamos a cantarle porque se hundió Carroussell, sensación De que con el alma Nos ve mejor  "
"1";"353333";"Vida Siempre";"4";"Bajo Belgrano";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-vida-siempre-lyrics";"  Ademán De tocar tu piel Resplandor Dulce contraluz Las desdichas del mundo no están Quiero entrar donde espera el sol  Vida siempre así Trastocando mi ser Despertándome Vida siempre tan sola Siempre espera Vida siempre Siempre es amanecer  Oración Derredor de luz Abismal lago de quietud Las noticias no penetra aquí Es todo piel y honestidad  Vida siempre así Trastocando mi piel Conociendome Conociendo la suerte de los días Vida siempre Es amanecer  Y quien sabrá Que fue tu corazón El que la guerra frenó Y quien dirá Que al despertar no suele verte ¡no puede ser!...  Ademán de tocar tu piel Tornasol Dulce resplandor Las noticias no penetran aquí Es todo piel y honestidad  "
"1";"283500";"Ping Pong";"5";"Bajo Belgrano";"Spinetta Jade";"";"";"-"
"1";"280866";"Mapa De Tu Amor";"6";"Bajo Belgrano";"Spinetta Jade";"";"";"Es anochecer
siento tu señal
y sigo andando sin saber,
por el auto-estéreo
sólo tu miradav algo que no sé explicar.
Decime lo que sea
sólo quiero verte
sueño con estar así,
no puedo esperar
y no se buscarte
dame un mapa de tu amor,
dame que quiero encontrar tu corazón.

Quiero sentirme en tus sueños
quiero brindarte mi vida
quiero que me abras los ojos
me des vuelta...

Nada importa ya
sólo la canción
son tus ojos al mirar,
y por la arboleda
restos del diluvio
y un amor que se marchó.
Nunca imagine que te quería tanto
todo cambiaría al fin,
pero no es así
y no se buscarte
dame un mapa de tu amor
dame que quiero encontrar tu corazón

Quiero sentirme en tus sueños
quiero llenarte de dicha
quiero que me abras los ojos y me des vuelta

Dame otra forma de vida
ya no quiero vivir como digan
quiero brindarte mis días con todo mi amor...

Ya anocheció
y un estrella cae
y la calle se durmió,
¡ojalá estuvieras
en esta dulzura que la brisa trae aquí!
toda la verdad es que no tengo miedo
de que el mundo siga igual
siempre igual, siempre así
pienso sólo en vos
y no se buscarte
dame un mapa de tu amor
dame que quiero encontrar tu corazón...

Quiero sentirme en tus sueños
quiero llenarte de dicha
quiero que me abras los ojos y me des vuelta

Dame otra forma de vida
ya no quiero vivir como digan
quiero estrecharte en mis brazos y darte mi amor."
"1";"237000";"Resumen Porteño";"7";"Bajo Belgrano";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-resumen-porteno-lyrics";"  Ricky está listo Listo del bocho Y encima le tocó marina (937) Y para zafarse Sólo toma pastillas Y ya no toca un libro Y no quiere que le digan nada  Y es que Ricky se va Sólo, sin hablar, pero se va Par de pilas nuevas para el walkman Y un boleto en micro hacia Río Y un casette de días, y días, y días...  Agueda baila Baila y se cae Y no adelgaza nunca Los psicoanalistas La estan usando Y dicen que ya no hay caso ya (¿sera por su mejilla verde?)  Y esto siempre se da Nadie vibrará su desconsuelo Sólo está feliz en los conciertos Y siempre se la llevan detenida Como a un ángel  Y en el infierno inflacionario Y entre los líderes del mundo Tu corazón se abrirá... tal vez  Cacho está muerto Muerto de risa Y ya no siente nada él solo va con su caña Y su portátil Y arma con el alba No se si habrá de enloquecerse O es que así quedará Aunque se disuelva el horizonte Pero la verdad es que da impresión Ver los blancos peces en un nylon Cuando es tan temprano  Usualmente... sólo flotan cuerpos a esta hora  "
"1";"257200";"Era De Uranio";"8";"Bajo Belgrano";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-era-de-uranio-lyrics";"  El mandarín Se descentró Sus manos ya no son Aquellos subibajas No todo fue fortuna Ni la ropa de las luces Son cuerpos apretados Hacia el cielo  Con un piolín Se suspendió La vieja bailarina absurda De los circos Los árboles que caen Ya nada retrocede Yo ya quiero tus manos Tus manos del alma  Y el sonido de la madrugada se demoró Con el viento se cansó de amdar y andar... Y un vendaval trasmutará En la llovizna de esta era de uranio  Y al despertar Seremos luz Y caeremos como gotas de agua La vieja melodía trendrá su calor igual Y el ave siempre emigrará otra vez  El cantautor desafinó Su beba cuando quedó sola Corrió un mueble Sus cartas se mojaban Se borraban pequeños azabaches de la música  "
"1";"197250";"Cola De Mono";"9";"Bajo Belgrano";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-cola-de-mono-lyrics";"  Tu cola de mono está muy agridulce Tu conversación está tan dirigida Por la boca te sobra la geometría Tu joya de nada es falsa La luna se pone verde Y la ciudad se come ya tu deseo  En el teléfono no estás La radio ya se puso gris Quiero salir de aquí Los sueños de plástico Se caen por alguna razón ¡el cielo registra todo, nena!...  La columna de mármol de tu pensamiento Deberá ceder ante ese movimiento Una píldora fucsia te hará divisible Pero para mamá Por siempre serás inconfundible Ya no me parece tan genial tu coctail  La polución se desató Tu camalote se mudó Quiero salir de aquí ¡ya no concibo que no exista la solución No sigas fingiendo, nena no no!...  "
"1";"238500";"Viaje y Epílogo";"10";"Bajo Belgrano";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-viaje-y-epilogo-lyrics";"  ...sueña y sigue Y viaja que la luz no lleva miedo Dulce fila errante Y profecía para el niño Y así tus manos se abrirán Por toda la poesía Y ama siempre como el río de la vida Y vagas sombras surgen al caer en el ocaso Y asi tus manos se abrirán Por toda la poesía...  "
"1";"209250";"Moviola";"1";"Los Niños Que Escriben En El Cielo";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-moviola-lyrics";"  Alguien vio a este anciano Sólo aquí en el desierto Pidiendo limosna a los cactus Con su infatigable violín  ¿Alguien vió la luz de la aldea De los niños que escriben en el cielo? Es una vieja linterna En el infinito tapiz  Alguien soñó con las antorchas Que caen siempre desde el sol Dejando volar a sus manchas Por la fabulosa corola  Alguien lo tiene al titiritero Con su loco carro de música Cuando escucha las guitarras Es un descontrolado delfín  Hay para ver en la moviola O en el taxi de los sueños En el cine de sábanas blancas En la desopilante kermesse  "
"1";"254490";"La Herida De París";"2";"Los Niños Que Escriben En El Cielo";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-la-herida-de-paris-lyrics";"  Lenta bruma cansada de dar al muelle No veo paisajes más que este mar Que su viento devuella la vida y la calma Que vea sus barcas volver de luz  Tu sombra hiende la distancia Es cómo un pétalo de sal Y tu mirada me saca el aire Será la herida de Paris  Piedra y ala de láser y de misterio Tu rayo me quita la soledad Que será de tu viejo navío blanco Sabrás devolvermelo de luz?  Hoy que veo más sombras que nada Tu dulzor me haría reír Tu corazón desnuda fuego Será la herida de París  Tu sombra hiende la distancia Es cómo un pétalo de sal Y tu corazón vence las ruinas Será la herida de París  "
"1";"269815";"El Hombre Dirigente";"3";"Los Niños Que Escriben En El Cielo";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-el-hombre-dirigente-lyrics";"  Con la mirada perdida en la nada Cuando seas el hombre dirigente ¿quién estará buscandote? Nadie querrá saber de tu vida  Cuando la bikini te quede fea, nena Cuando el bronceado se esfume de tu piel Nadie estará buscándote Nadie querrá saber ni tu nombre (no pierdas tiempo nena)  Mirando a través de la rejilla del cielo Con la cabeza pasada de vueltas Naide entrará por la ventana Nadie querrá invitarte a salir de allí  "
"1";"345500";"Sexo";"4";"Los Niños Que Escriben En El Cielo";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-sexo-lyrics";"  Sexo, amo tu sexo mujer No creo en nada si no hacemos el amor  Sexo, como el de un niño al nacer Te toda a través de las caricias  Nada hará mi mundo cambiar Mientras tu piel esté rondándome  Sexo, amo tu sexo mujer Te veo toda a través del sol  Sexo ¿cómo poder abordar eso Que a veces es amor?  Sexo tu paso es confundir Los besos con el dolor Y es por eso...  Sexo, amo tu sexo mujer Ya no me importa si no hacemos el amor  Nexo, entre tu piel y mi piel Te veo toda a la luz del sol  Sexo ¿cómo poder ocultar eso Que es tu canción?  Sexo tu paso es confundir Los besos con el dolor Y es por eso  "
"1";"165893";"Siguiendo Los Pasos Del Maestro";"5";"Los Niños Que Escriben En El Cielo";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-siguiendo-los-pasos-del-maestro-lyrics";"  [Instrumental]  "
"1";"184146";"Contra Todos Los Males De Este Mundo";"6";"Los Niños Que Escriben En El Cielo";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-contra-todos-los-males-de-este-mundo-lyrics";"  Vamos a buscar Al enorme dragón A su morada entre las ruinas de oro  La noche nos guía Al sol se asomará Y al volverse...  Lo obligaremos a dar su corazón A dar el antídoto Contra todos los males de este mundo...  Vamos a buscar Aquel viejo tiburón A las profundidades del mar de la sangre  La marea misma Nos guíara Y al cambiar...  Lo obligaremos a dar su dirección A dar en antídoto Contra todos los males que hay aquí  Vamos en procura De un genio tirador Que pruebe con nosotros o busquemos la forma  De algo que nos cure la preocupación Algo que nos sirva Contra todos los males de este mundo  "
"1";"405500";"Un Viento Celeste";"7";"Los Niños Que Escriben En El Cielo";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-un-viento-celeste-lyrics";"  Tienes poco tiempo para explicarte Todos los que enigmas que te rodean Llevas en tus manos la piel Abre los ojos y toma el cielo  Sólo una vez más nacerás Dendtro de un viento celeste que va Mientras danzas con tu sombra  Tienes poco tiempo para encontrarte En la inmensidad de la que venimos Hazle la pregunta a la piedra Su respuesta esconde un cuerpo  Sólo una vez más nacerás Preo dentro de un viento celeste que va Mientras danzas con tu sombra  "
"1";"149440";"No Te Busques Ya En El Umbral";"8";"Los Niños Que Escriben En El Cielo";"Spinetta Jade";"";"";"Estas perdiendo el tiempo
pensando, pensando, y estas fuera de la vida
jugando y perdiendo.

Comes tu consciencia
manzano en la nada
y que dirán las sombras
de todo tu regreso.

Tu ser sin querer se abrirá de la luz
se irá sin saber que lo amaban...

Deambulan los perros
en busca de agua
y como pasa el tiempo
sin fuego, sin fuego

Ángel de los pobres
pequeña armonía
algo tiene un ensueño
en este insomnio.

Tu ser sin querer se abrirá de la luz
se irá sin saber que lo amaban...

Ya dejaste tu día
buscando las moras
hablando de los niños
que escriben en el cielo

Apocalypse
de aire, de aire
termina todo ese oro
en tus bolsillos

Perdido en el mundo tu ser te dolerá al fin
ombligo de piedra marcado.

No te busques más
en el umbral
para que sepan la forma de tu alma
y que siga la melodía."
"1";"198293";"Influjo Estelar";"9";"Los Niños Que Escriben En El Cielo";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-influjo-estelar-lyrics";"  [Instrumental]  "
"1";"285250";"Nunca Me Oíste En Tiempo";"10";"Los Niños Que Escriben En El Cielo";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-nunca-me-oiste-en-tiempo-lyrics";"  Qué sombra extraña En tus ojos No sé qué hago aquí en el sol No sé siento de esta memoria No sé qué dice  Qué extraña niebla En tu ojos Ya no recuerdo los tiempos idos Pero qué extraña niebla  Y en el diluvio Tal vez me acercaré Seré la lluvia Que todo lo cambiará  Nunca me oíste en tiempo Siempre tuviste miedo Y sólo había gramilla Sólo una idea y nada más  Qué lento sueño Tu supuesto sueño Que largo día hasta llegar aquí Perdiste tiempo como la noche Yo mañana vuelvo  Que inmenso mundo Si supieras Te esperaría aquí en el sol Pero que lenta calle  Y en el diluvio Tal vez me acercaré Seré como la lluvia Que todo transformará...  Nunca me oíste en tiempo Nunca me oíste en tiempo Nunca me oíste en tiempo Siempre tuviste un poco de miedo Pero ahora estás a tiempo Escucha...  "
"1";"231666";"Camafeo";"1";"Madre En Años Luz";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-camafeo-lyrics";"  Se traspapelará Se traspapelará La historia Y siempre habrá un don Siempre el mismo don En el aire  Y por más que comprendas La función de los días Te verás colgando de tu suerte Donde todas las veredas Abandonaron algo Por siempre  Se galvanizará Se galvanizará El tiempo Y se descorrerá Sí se descorrerá Ese velo  Pesadillas y milagros En el sueño del ángel Y ese vuelo no habrá sido en vano Y es que todas las ventiscas Iluminaron tu alma Por siempre  Te voy a delinear Te voy a conservar Camafeo Y siempre habrá un fulgor Siempre un mismo don En el aire  Y por más que comprendas La función de los días Te verás pendiendo de tu suerte Donde todas las veredas Iluminaron algo Por siempre  "
"1";"313200";"Entonces Es Como Dar Amor";"2";"Madre En Años Luz";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-entonces-es-como-dar-amor-lyrics";"  [Letra de ""Entonces es como dar amor""]  [Verso 1] Nena, te traigo esta canción que descubrí En el deslinde y esta pena ya pasó, oh no La lluvia desnuda marabunta sin lugar Para quedarse Que otra cosa queda ahora Más que aquella larga espera  [Estribillo] Entonces es como dar amor Y la distancia no me llegará Entonces es como dar amor Y la distancia no me llegará Y es que te quiero de verdad Es que te siento de verdad  [Verso 2] Ahora, cansado de esperarte en un andén En Acassuso Son las once y ya no hay sol Oh oh, por favor  [Estribillo] Entonces es como dar amor Y la distancia no me llegará Entonces es como dar amor Y la distancia no me llegará Y es que te quiero de verdad, dulce Si es que te siento de verdad  [Interludio]  [Estribillo] Entonces es como dar amor Y la distancia no me llegará Entonces es como dar amor Y la distancia no me llegará, amor Y es que te quiero de verdad Si es que te siento de verdad  [Puente] Ehh, hey, ehh, ohhh, ohh Hey, hey, hey  [Estribillo] Entonces es como dar amor Y la distancia no me llevará Entonces es como dar amor Y la distancia no me llegará, amor Y es que te quiero de verdad Si es que te siento de verdad, ¡Oh!  Entonces es como dar amor Y la distancia no me llegará Entonces es como dar amor Y la distancia no me llegará Y es que te quiero de verdad Si es que te siento de verdad, ¡Oh!  "
"1";"190160";"Amarilla Flor";"3";"Madre En Años Luz";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-amarilla-flor-lyrics";"  Se hasta el colmo el cauce de mi amor se toda Bruma y te irás tornando solo miradas un pájaro más Y permanece siempre así como una hiedra que nada toque tu paisaje Amarilla flor tan pronto veo ese fuego solo la luz tus ojos yo dejo todo Y me voy al limbo de tu pie y de la distancia se el eco solo en tus pasos Y siempre las cosas con su fuga contrastándose y tan pronto veo Ese fuego solo la luz en tus ojos yo dejo todo y me voy al limbo de tu Pie-e-e-e yo vendo todo y me voy al limbo de tu pie (no digas no, no enloquezcas Este tiempo de mi alma)  "
"1";"242666";"Este Es El Hombre De Hielo";"4";"Madre En Años Luz";"Spinetta Jade";"";"";"Este es el H.de H. crujiendo apareció chasqueando
sus dedos en su frizer rodante es como un dios un nuevo totem oh recién
llegado de Plutón es una larga historia y quien detenta su poder
será nomás lo natural o la medusa este es el H. de H. por
ser tan diferente nadie le da cariño y solo tiene una razón
no hacernos caso oh es un helado aragonés es una larga cadena de
cosas y quien detenta su poder será nomás lo natural o la
medusa ? y él no contestará su corazón de hielo capotó
se deprimió mirando un noticiero por TV este es el H. de H. no tiene
voz humana y nunca se derretirá solo el H. de H. es como un dios
un nuevo pope ah es un helado de limón es una larga historia y quien
detenta su poder será nomás lo natural o la mandragora?"
"1";"133333";"¿No Ves Que Ya No Somos Chiquitos?";"5";"Madre En Años Luz";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-no-ves-que-ya-no-somos-chiquitos-lyrics";"  No ves que ya no somos chiquititos ? No ves que el instante es enorme ? No ves que este cielo quebró y el concierto del aire escapó con tu piel ? No ves que ya no somos chiquitos ? No ves que ya no estamos solitos ? No ves que la luna nos habla ? No ves que el desierto se abrió Y una flor desolada de su vientre brotó? No ves que ya no somos chiquitos ? No ves que ya no somos solitos ? No ves que el desierto nos abre ? No ves que ya no estamos tan loquitos ? No ves que el silencio es errante ? No ves que este cielo quebró Y el concierto del aire escapó con tu piel?  "
"1";"229093";"Ludmila";"6";"Madre En Años Luz";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-ludmila-lyrics";"  Ludmila, Ludmila conozco tu puerta No sé si estás despierta aún Mi amor Ludmila Ludmila golpeo en tu puerta No sé si estás despierta aún Oh mi amor Ludmila Ludmila yo veo en tus ojos Veo como un ancho mar Ludmila penetro tu cuerpo Penetro como un más allá Ludmila Ludmila Ludmila Ludmila  "
"1";"218666";"Enero Del Ultimo Día";"7";"Madre En Años Luz";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-enero-del-ultimo-dia-lyrics";"  Marcos amanece y el sol de las nueve le besa los ojos Le lava la cara y más allá del río y de los puentes Se encienden los ojos de la otra mirada Meri es siempre lenta para despabilarse Su cuerpo se envuelve Su cuerpo se envuelve Y tarde toma un tren Que sólo se abre en las estaciones En las estaciones Y es que hay como un algo extraño Al encontrárselas todo Apenas en un rato Y tan intensamente que ni alcanzan a tocarse Marcos que se apura La ve desde adentro Y corre a su lado y sale a su encuentro Y se le cae el diario al abrazarla Por suerte lo olvida Por suerte lo olvida Y es que los están buscando Por todos lados -nena que te estoy perdiendo- Y enloquecidos corren...  Van solos por la calle Con sus manos vacías Poesía del suelo Poesía del día Y juegan con las sombras de sus pasos Por suerte es enero Por suerte es enero Y hay como un aire extraño Por todos lados -nena que te estoy perdiendo- Y enloquecidos corren Luego cada uno regresa a su casa Y no hace más nada Y no hace más nada  "
"1";"222240";"Mula Alma";"8";"Madre En Años Luz";"Spinetta Jade";"";"";"-"
"1";"396666";"Díganle";"9";"Madre En Años Luz";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-diganle-lyrics";"  Hoy después de un largo polo todo se habrá Ido y es que tengo que salir a volar hacia un nuevo cielo y me voy de mi Cuerpo a-a-a- ah en la montaña o en la city van a llamar van a ver Puertos de barro y yo me voy de tus ojos al mirarlos más y el desierto Borrará todas las memorias la data de la madre final se seguirá Imprimiendo en un banco de niebla a-a-a- ah y si el alud se precipita voy A dormir oirán un ruido en otro cuarto como el de un mamut que va A nacer si está despierta dénla vuelta destápenla Tiene una lágrima sola y así el mar se cae y pronto olvidará Diganle diganlé... Diganle que vaya a buscar a su amigo eterno todos Con sus fibras de laser sigan la mañana sin contar cada día A-a-a- ah es tan temprano que no tengo más sueño ya las melodías Se han ido y yo me voy de tus manos como viento oh oh oh oh  "
"1";"327066";"Amenábar";"1";"Alma de Diamante";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-amenabar-lyrics";"  [Instrumental]  "
"1";"257573";"Alma de Diamante";"2";"Alma de Diamante";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-alma-de-diamante-lyrics";"  Ven a mí Con tu dulce luz Alma de diamante Y aunque el sol Se nuble después Sos alma de diamante Cielo o piel Silencio o verdad Sos alma de diamante Por eso ven así con la humanidad Alma de diamante Aunque tu corazón recircule Siga de paso o venga Pretenda volar con las manos Sueñe despierto o duerma... ...o beba el elixir De la eternidad Sos alma de diamante, alma de diamante Bien aquí o en el más allá Sos alma de diamante Y aunque este mismo sol se nuble después Sos alma de diamante Alma de diamante  "
"1";"317560";"Dale Gracias";"3";"Alma de Diamante";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-dale-gracias-lyrics";"  Abre tus viejas cosas Junta tu maquillaje alguien se acerca Cierra los ojos, siéntate Dale gracias por estar Dale gracias por estar cerca de ti Sobre los viejos muebles Prende otro cigarrillo Esta poesía viene a buscarte y además Dale gracias por estar Dale gracias por estar cerca de ti Este ensueño es un silbido más en el viento Y un guerrero no detiene jamás Su marcha Puedes hallar la jungla Entre estos edificios puedes rentarla o bien destruirla Y además Dale gracias por estar Por crecer y engendrar Cerca del bien que gozaste Y además Dale gracias al ángel Por crecer y por luchar Cerca del bien que gozaste Y además Dale gracias al ángel Dale gracias por estar cerca de ti Es inútil que pretendas brillar, con tu historia personal Recuerda que, un guerrero no detiene jamás su marcha  "
"1";"264293";"Con la Sombra de Tu Aliado (Aliado)";"4";"Alma de Diamante";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-con-la-sombra-de-tu-aliado-el-aliado-lyrics";"  Ah !, el dulzor del río te curará Las heridas de los sitios Ah !, durante el diluvio tu piel tendrá El acero de los peces Ah !, luego en el desierto ves la verdad Y te sueñas con las manos Sólo con raíces te nutrirás Con la sombra de tu aliado No ves que el mar irrumpe El viento te habla la verdad Abre tu mente al mundo Al misterioso mundo Ah !, sólo somos pies para caminar Y tu espíritu ardiente Encuentra ya tu forma De inmensa aurora boreal Recupera la sed en tu alma Para impulsar a este mágico Y misterioso mundo Ah !, sólo con harapos te vestirás Y sabrás de las estrellas  "
"1";"378080";"La Diosa Salvaje";"5";"Alma de Diamante";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-la-diosa-salvaje-lyrics";"  Con la perturbación de la aurora La diosa despertó Y el ave dormitando en el bosque Trinó junto a las flores El sol esfera flotante Al cielo brillará La luz logró pintar toda la foresta Y el canto se oye ya Diosa salvaje Somos tu piel Somos tu cuerpo Cuerpo sin sed Y con la melodía del alba La diosa echó a danzar Y aquel violín lejano y canoro Su tallo hace sonar Y los coatíes del monte Oirán también la voz Creando girasoles ocultos El sol se agitará Diosa salvaje, somos tu piel Somos tu cuerpo, cuerpo si sed  "
"1";"298693";"Digital Ayatollah";"6";"Alma de Diamante";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-digital-ayatollah-lyrics";"  [Instrumental]  "
"1";"488240";"Sombras en los Álamos";"7";"Alma de Diamante";"Spinetta Jade";"";"https://genius.com/Spinetta-jade-sombras-en-los-alamos-lyrics";"  Veo mil sombras en los álamos No crees volver atrás No sabes olvidar Oh ! cielo Tus pies están aquí Bordeando la ladera Ya viene la lluvia Las cosas caen sin desengaño Niños oh, niños No queden en la calle Nunca te dejaré Nunca ya, nunca ya Ya viene la lluvia Las cosas caen sin desengaño Niños oh, niños No mueran, no mueran, no mueran, no mueran No mueran en la calle Nunca te dejaré Nunca ya, nunca ya  "
